Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
1,1,3,0,1,0,2,1,3,1,2,64,58,57
1,1,0,1,1,1,1,0,1,0,0,63,53,54
1,1,2,1,1,2,2,1,3,1,0,68,64,60
1,1,2,0,1,1,2,1,3,1,0,58,64,58
1,1,4,1,1,1,0,0,2,0,0,71,71,66
0,1,5,1,1,1,2,0,2,1,1,65,77,72
1,1,2,1,1,1,2,1,4,1,1,45,45,37
0,3,2,1,1,2,2,0,2,1,1,70,73,76
0,4,5,0,1,2,1,1,2,0,0,60,73,73
1,0,2,0,1,1,2,1,2,1,1,64,57,56
1,1,3,1,1,1,2,1,4,1,0,79,71,74
0,2,0,0,1,1,0,1,0,1,1,51,65,63
1,4,0,1,1,1,2,0,4,0,0,96,77,73
0,1,4,1,0,1,2,1,1,1,0,66,75,77
0,4,2,1,0,2,1,0,1,1,0,66,69,75
1,4,4,0,1,1,0,1,1,0,1,74,66,63
0,3,0,1,0,1,2,1,3,0,2,95,97,95
0,1,4,1,1,1,1,0,3,1,1,64,71,75
1,3,4,1,1,2,1,1,1,0,1,87,84,84
1,2,1,1,1,1,1,0,4,0,0,73,69,63
1,4,0,1,1,1,2,1,1,1,0,93,88,84
1,4,3,1,1,1,0,1,4,1,1,94,94,89
0,0,5,1,0,1,2,1,2,1,2,64,84,78
0,3,2,1,0,0,2,0,2,1,0,54,64,63
0,3,0,1,0,0,1,1,1,1,0,84,97,99
1,0,0,1,1,2,2,1,0,0,0,43,47,40
0,2,4,1,0,0,2,1,3,1,2,83,94,99
0,3,0,0,0,0,2,1,3,0,2,50,56,64
0,3,1,1,1,1,2,1,1,0,0,75,87,87
0,4,4,1,1,0,2,1,0,0,2,83,88,84
1,2,0,0,1,3,2,0,3,0,0,79,77,73
0,3,4,1,0,1,1,0,2,0,1,55,67,64
0,4,5,1,0,1,2,1,3,1,0,76,88,85
1,1,3,1,1,1,0,1,0,1,2,91,80,76
1,1,1,1,1,1,1,1,0,0,0,69,60,62
0,2,3,1,1,1,2,1,4,0,1,75,89,92
0,2,2,1,1,0,0,1,1,0,1,61,69,66
0,4,0,0,0,1,2,0,3,0,2,87,85,84
0,3,1,1,0,0,1,1,0,0,0,88,96,97
0,1,1,1,1,1,2,1,7,1,2,65,75,70
0,0,2,0,0,2,2,0,3,0,0,56,71,73
0,2,3,1,1,1,1,0,5,0,1,77,85,86
1,3,0,1,1,1,1,0,1,0,0,86,79,85
1,3,0,0,1,0,0,1,6,1,2,82,73,74
0,2,5,0,1,1,2,0,4,0,0,49,59,65
0,2,4,0,0,1,1,0,1,0,0,47,73,74
0,3,2,1,0,0,2,1,1,1,2,43,56,56
0,4,0,1,0,2,2,1,3,1,2,84,75,84
0,1,0,1,0,2,2,0,1,1,0,70,87,89
1,1,5,0,1,2,2,1,3,1,1,54,65,59
1,2,4,1,1,1,2,1,2,1,0,81,83,70
1,2,5,1,1,1,2,1,2,1,0,79,78,75
0,3,4,1,0,1,1,0,3,0,2,98,89,100
0,0,5,0,0,1,2,1,3,1,1,64,82,73
1,0,2,1,0,1,2,1,2,0,2,88,81,77
0,1,0,1,1,1,1,1,2,1,1,66,84,84
1,2,5,1,0,1,2,1,2,1,1,77,70,71
1,4,4,1,1,1,1,0,4,1,1,60,52,47
0,3,2,1,0,1,0,1,0,1,1,75,85,88
1,3,1,0,1,1,2,1,1,0,1,91,75,82
1,4,5,0,1,2,0,1,5,0,1,56,61,51
1,3,5,0,0,2,0,0,3,1,1,68,80,71
1,2,1,1,0,1,1,0,1,1,1,92,92,87
0,2,2,1,0,1,2,0,2,0,0,58,70,73
0,3,0,0,0,2,1,1,3,1,0,82,86,89
1,2,4,1,1,1,1,1,3,1,2,63,61,59
1,1,0,1,1,2,0,1,0,1,0,82,87,75
0,4,1,1,0,1,0,1,1,0,0,54,55,66
1,3,2,0,1,1,2,1,2,1,1,40,50,43
0,1,2,0,1,1,2,0,1,1,0,48,51,53
1,2,4,0,1,1,1,1,2,1,1,56,53,52
1,3,3,1,1,0,1,0,1,1,2,100,92,96
1,3,0,0,1,1,2,1,1,1,0,69,71,68
1,2,0,0,0,0,0,1,5,0,0,43,39,45
0,1,0,1,0,1,1,1,3,0,0,72,80,77
0,4,3,0,1,2,1,1,1,1,0,87,92,93
0,2,3,1,1,1,1,0,3,0,0,52,53,57
1,4,5,1,0,0,0,1,3,0,0,88,83,85
0,3,4,1,0,1,2,1,2,1,2,64,73,80
0,3,5,0,1,2,1,1,2,0,0,67,81,82
1,1,0,0,1,2,2,0,1,1,1,57,59,55
1,0,4,0,1,0,2,1,1,1,1,47,51,49
1,2,1,1,1,1,2,0,3,1,0,81,81,80
1,2,0,1,0,0,2,1,2,1,0,88,86,88
1,2,5,1,1,1,2,1,1,1,0,54,43,45
0,1,2,1,1,1,2,1,3,1,2,65,76,65
1,1,1,1,1,2,2,1,1,0,0,59,59,59
1,2,4,1,1,1,0,0,5,1,1,56,57,52
0,2,3,1,1,1,2,1,2,0,0,86,86,94
0,4,1,1,1,1,2,0,2,0,0,83,87,85
0,1,0,1,1,2,2,0,5,1,0,52,60,60
1,4,1,1,1,1,1,0,4,1,0,85,72,71
0,3,2,0,0,1,0,0,2,0,0,69,76,77
0,3,5,0,1,2,2,1,2,1,0,53,54,55
1,2,0,1,1,2,2,0,2,1,0,91,82,77
0,1,3,0,1,0,1,1,3,1,1,41,62,57
0,3,4,1,1,1,2,1,3,1,0,75,77,86
1,0,4,1,1,1,0,1,0,0,1,44,46,41
1,2,4,1,1,2,1,1,3,1,1,76,73,74
1,2,5,0,0,1,2,1,0,1,1,67,63,61
1,2,4,0,1,0,0,1,1,0,1,70,68,64
1,3,4,1,1,1,1,1,1,1,0,60,47,52
0,3,4,0,0,1,0,1,2,1,1,40,57,56
1,3,4,1,0,1,2,1,0,1,0,72,69,67
1,2,5,1,1,1,1,1,4,0,1,68,66,67
0,0,5,1,1,2,1,1,4,1,2,58,57,55
0,2,0,1,1,1,1,1,2,0,0,50,61,62
1,1,0,1,0,1,1,0,3,0,0,100,87,98
1,1,0,0,0,1,2,1,0,1,0,59,53,54
0,2,5,1,1,1,2,1,0,0,0,39,50,51
1,4,0,1,0,1,2,0,3,0,2,100,100,100
1,4,2,1,1,0,2,1,3,1,1,97,85,84
0,3,1,1,0,1,2,0,1,1,2,61,62,66
0,3,4,1,0,1,2,0,2,1,0,88,98,100
0,2,0,0,0,1,2,1,2,1,0,51,78,77
1,4,2,1,1,1,1,1,2,0,1,74,69,62
1,1,4,1,1,1,1,1,3,1,1,67,54,51
0,2,5,1,1,1,0,1,1,0,0,67,78,71
1,2,0,1,1,2,1,1,7,1,1,58,52,46
1,2,0,1,1,1,1,1,2,1,0,59,59,62
0,2,4,1,0,1,2,1,5,1,0,69,67,74
0,2,4,1,1,1,1,0,4,0,1,56,67,71
1,4,3,1,1,1,1,1,4,1,2,91,92,88
1,1,1,1,1,1,2,0,4,1,0,50,43,36
1,1,3,0,1,1,1,1,1,1,1,55,64,66
0,2,1,0,0,2,2,1,3,1,2,71,79,83
1,3,5,1,1,0,2,1,2,0,2,71,63,59
0,2,0,0,1,1,2,0,1,0,2,76,84,83
1,3,0,1,1,2,2,1,5,1,1,93,97,91
1,2,2,0,1,0,1,0,2,0,0,57,55,55
0,3,5,1,0,1,1,1,0,1,0,91,100,99
1,3,3,1,1,1,1,1,3,1,2,95,83,94
1,3,2,0,1,1,2,1,2,1,0,62,60,53
1,1,4,1,1,2,1,0,3,1,0,55,61,60
1,2,5,0,1,1,2,0,1,1,2,45,46,41
0,4,1,1,1,1,0,1,5,1,0,72,69,77
0,2,0,0,1,1,1,1,2,0,1,38,53,42
1,2,5,1,1,0,2,0,5,0,1,61,61,52
1,3,2,1,0,1,2,1,3,1,0,59,64,63
0,1,1,0,1,1,2,1,1,1,2,38,46,46
0,0,2,1,0,0,0,1,3,0,2,62,70,72
0,0,3,1,0,2,2,1,3,1,0,51,69,71
0,2,5,0,0,1,2,1,3,1,2,76,79,87
0,2,1,1,0,1,0,0,1,1,1,58,65,65
1,3,5,0,0,1,2,1,0,0,0,50,51,47
0,3,4,0,0,1,1,0,1,0,0,49,57,60
0,4,5,0,0,1,2,0,3,1,0,58,60,67
0,1,4,0,1,0,2,1,0,0,0,44,52,54
1,2,1,0,1,2,0,1,0,1,0,75,74,67
1,4,0,1,1,0,0,1,3,1,1,94,91,79
1,2,1,1,0,1,1,0,2,1,1,67,66,70
1,2,2,1,1,1,1,0,1,1,1,47,41,37
1,2,4,0,1,0,1,1,3,1,0,69,69,57
0,4,5,0,1,1,2,1,2,0,0,53,62,56
0,4,5,0,1,1,2,1,1,0,1,77,94,86
0,3,0,0,0,1,1,1,3,1,1,75,87,92
0,3,0,1,0,0,1,0,2,1,1,85,86,92
1,2,0,1,1,1,2,1,3,0,0,58,59,60
1,2,4,1,1,1,2,0,1,1,2,61,66,62
0,2,3,1,1,1,2,1,3,1,0,65,72,73
1,0,4,1,1,1,2,1,1,1,1,64,61,52
1,0,4,1,0,1,2,0,7,1,0,64,71,72
1,1,5,1,1,0,2,1,1,0,0,75,67,65
0,1,0,1,0,1,2,1,0,0,0,81,93,97
1,2,2,0,1,1,2,1,0,0,0,27,34,23
0,2,2,1,0,1,1,1,2,0,0,60,70,70
1,4,1,1,0,2,1,0,1,0,0,83,74,76
1,3,1,1,1,1,1,0,1,1,0,79,78,70
1,4,0,0,0,1,1,1,4,0,0,83,76,71
1,3,0,1,0,1,0,1,4,1,2,69,73,65
1,1,4,1,0,1,2,1,1,0,1,61,47,47
1,1,5,1,1,2,2,1,1,1,1,75,60,56
0,2,1,1,1,2,2,0,1,0,1,65,71,66
1,1,2,1,1,2,2,0,1,1,0,49,54,53
1,1,0,1,1,2,0,1,2,1,1,77,70,68
0,1,4,1,0,1,2,0,3,1,1,64,71,76
0,1,0,1,0,2,1,0,4,1,2,89,89,92
0,2,4,1,1,1,0,1,2,1,0,55,68,64
1,2,0,1,1,2,1,1,3,0,0,61,58,55
0,3,4,1,1,2,2,0,2,1,2,53,62,59
0,0,4,1,1,1,2,1,2,0,0,63,68,60
1,1,2,1,0,1,2,1,4,0,1,63,59,64
1,0,0,0,0,2,2,1,2,1,0,48,54,61
0,2,5,1,1,1,1,0,3,1,2,81,84,83
0,3,4,0,1,2,2,1,2,1,0,51,59,57
1,4,5,1,0,1,0,1,2,1,2,48,44,48
1,2,4,1,0,1,1,0,4,0,1,89,96,100
0,4,4,0,0,1,1,0,2,1,0,58,58,60
1,3,2,0,0,0,2,1,3,0,1,69,73,71
1,1,1,0,1,1,1,1,1,0,0,83,84,77
0,2,3,1,1,1,0,1,1,1,0,67,70,78
0,3,4,1,1,2,1,1,0,1,0,66,75,76
0,2,4,1,0,1,1,1,4,0,0,74,85,90
1,0,1,1,1,1,2,0,1,0,0,82,86,72
0,3,4,1,0,2,1,0,2,1,0,98,95,100
0,1,5,1,0,0,1,0,3,0,0,73,85,79
1,3,4,0,1,2,1,0,2,1,0,92,73,78
1,4,2,0,0,1,1,0,1,0,0,64,55,60
0,3,4,1,1,2,1,1,2,1,0,59,63,72
1,3,3,1,1,0,1,1,3,1,0,86,81,79
1,2,0,0,0,2,0,0,4,1,0,60,64,56
1,0,4,0,1,0,1,1,1,0,0,65,74,68
1,4,0,1,1,1,2,0,1,1,2,81,79,78
0,2,0,1,1,2,2,1,0,1,2,82,79,82
0,1,0,1,1,2,0,1,2,1,0,47,50,50
1,2,2,0,1,0,1,1,2,1,0,38,37,29
1,2,5,1,1,1,2,1,1,1,0,73,70,62
0,3,4,0,1,2,1,1,1,1,0,50,54,56
1,2,5,0,1,1,1,1,4,1,0,48,52,46
0,2,4,0,0,1,2,0,3,1,2,70,86,86
0,1,0,1,1,2,1,1,5,0,1,76,75,82
1,2,2,0,0,1,1,1,2,0,0,57,53,53
0,0,1,0,1,0,1,1,2,1,1,56,77,76
0,4,4,0,1,1,2,1,3,1,2,76,76,75
1,0,1,1,1,1,1,1,2,0,0,65,71,67
1,2,3,1,0,0,0,1,5,1,0,92,83,87
0,2,2,0,0,2,2,0,1,0,0,60,73,68
1,3,4,1,0,0,1,1,3,0,2,46,54,55
0,3,0,1,1,0,2,1,1,1,2,77,84,89
0,3,4,1,1,0,1,1,1,1,0,77,93,88
1,2,0,1,1,0,1,1,7,0,0,58,50,50
1,1,5,1,1,2,2,1,1,0,2,65,69,61
0,3,4,1,1,1,2,1,0,1,0,78,94,96
1,0,4,1,0,1,2,0,1,0,2,57,60,61
1,1,0,0,1,0,2,1,0,0,1,74,75,68
1,3,2,1,1,2,2,0,2,0,1,60,51,52
0,4,4,0,1,1,2,0,2,1,0,53,57,64
0,3,5,0,0,2,1,0,1,0,0,33,50,54
1,2,5,1,1,0,1,1,0,1,2,64,55,56
0,2,5,0,1,0,1,1,3,0,1,58,69,65
1,1,4,1,1,1,1,1,2,0,1,82,74,76
0,2,5,1,0,1,0,0,3,0,0,66,72,76
1,3,5,1,1,2,2,1,1,1,2,61,56,57
1,4,2,0,1,1,0,1,1,1,0,44,45,34
0,0,0,0,1,1,0,0,3,1,0,56,62,59
1,1,3,0,1,2,2,1,4,1,0,69,75,69
0,4,0,1,1,0,1,0,1,1,0,64,57,64
0,3,2,1,1,2,2,1,3,0,0,63,78,79
0,3,4,0,0,1,0,1,5,0,0,62,78,81
1,1,2,0,0,1,1,1,2,1,0,69,66,56
0,2,0,0,0,2,1,1,1,1,0,57,80,73
1,1,0,1,1,1,2,1,2,1,1,56,50,46
1,3,5,1,1,1,1,0,3,0,1,52,51,54
0,3,5,0,1,1,2,1,5,1,1,45,54,54
0,3,1,1,1,2,1,1,0,1,2,50,57,58
1,3,2,0,0,1,0,0,1,1,0,62,72,73
1,3,1,1,1,0,2,0,3,0,0,87,82,85
1,2,2,1,1,0,1,1,3,0,1,77,69,69
0,1,4,1,1,0,1,1,3,1,2,74,67,74
1,0,2,1,1,1,2,0,2,0,0,68,61,53
0,3,2,0,1,2,0,1,3,1,0,35,50,45
0,2,0,0,0,0,2,1,3,1,0,56,65,62
1,2,0,1,1,1,1,0,3,1,0,77,78,69
1,3,0,1,1,1,1,1,1,1,2,93,82,90
1,3,1,0,1,1,0,0,5,0,0,64,69,66
1,2,4,1,1,1,2,0,4,1,1,61,64,54
1,3,0,1,1,1,2,0,1,1,1,97,86,85
1,2,4,1,1,1,1,1,5,0,0,94,80,82
0,2,0,1,1,1,1,1,0,0,0,61,76,73
0,2,1,1,1,1,2,0,2,1,1,52,55,58
1,3,1,0,1,1,0,1,3,1,0,61,68,64
0,2,4,1,1,0,1,0,3,1,1,78,68,73
0,1,0,1,1,1,2,1,1,0,0,57,66,68
1,4,5,0,1,1,2,1,3,1,0,75,63,56
0,3,4,1,0,2,2,0,4,1,0,59,74,73
1,3,0,1,1,1,1,1,1,1,0,99,86,86
1,2,4,1,1,1,2,1,1,1,0,61,58,58
0,1,2,1,0,1,1,1,1,1,0,49,48,56
1,0,3,1,1,2,2,0,2,0,1,57,60,53
1,0,0,1,1,1,2,0,3,1,0,64,53,53
1,2,4,0,0,1,1,1,1,0,0,52,60,61
0,1,5,1,1,1,2,1,4,0,0,60,62,63
1,4,5,1,1,1,2,1,0,0,1,88,79,75
0,2,2,1,1,1,0,0,2,0,2,49,52,53
0,2,1,1,1,0,1,1,2,1,0,95,100,100
0,2,4,1,0,1,2,1,4,0,0,64,69,77
1,2,5,1,1,1,2,1,2,1,1,54,52,43
1,3,0,1,1,1,1,1,1,0,2,71,69,69
0,2,2,1,0,0,2,1,3,0,0,86,98,96
1,1,0,1,1,0,2,1,3,1,1,74,65,66
1,1,0,1,1,2,1,0,1,0,0,83,82,78
1,2,4,1,1,2,2,1,1,0,0,82,76,74
0,1,3,0,1,1,1,1,2,0,1,52,62,58
1,1,0,1,1,1,1,1,3,0,1,95,82,73
1,2,5,0,1,0,0,1,4,1,0,42,33,36
0,3,2,1,0,0,2,1,2,1,1,88,84,91
0,3,3,1,1,0,2,0,2,1,2,100,100,100
0,2,5,1,0,2,1,1,5,0,1,67,81,83
1,2,2,0,1,1,2,0,1,0,1,50,57,49
1,4,4,1,1,1,2,1,0,1,0,86,83,79
1,3,2,1,0,2,1,0,1,1,0,75,70,75
0,3,2,1,1,3,1,0,2,1,0,55,56,61
1,3,2,0,1,1,1,1,5,0,0,71,65,56
0,2,3,1,0,1,2,1,1,1,0,90,100,100
0,3,2,0,0,1,2,0,2,0,0,56,73,79
1,4,2,0,1,2,2,1,1,1,0,74,74,64
0,0,4,1,1,2,2,1,2,1,0,60,74,68
0,2,2,0,1,1,2,0,2,0,1,60,76,72
0,1,4,0,1,2,2,0,3,1,1,59,78,70
1,2,2,0,1,0,0,0,3,0,0,53,55,49
1,4,1,1,1,1,1,1,1,1,1,84,74,67
0,2,2,1,0,1,2,1,1,0,0,82,90,91
0,3,3,0,0,2,1,1,2,0,0,52,56,67
1,2,5,1,1,0,2,1,6,0,2,52,52,47
0,2,0,1,1,0,2,1,4,0,1,67,85,77
0,2,2,0,1,1,1,0,1,0,2,62,61,64
1,1,0,0,0,1,1,1,3,1,1,51,65,60
0,0,0,0,1,1,1,1,3,0,1,56,68,63
0,3,0,0,0,1,2,1,3,1,1,66,70,80
1,2,4,1,1,1,1,1,0,1,1,60,55,54
0,3,0,0,0,0,1,1,2,0,0,40,60,60
0,2,4,1,0,0,0,1,1,0,0,63,72,73
1,1,4,0,0,1,2,0,6,0,1,59,57,62
1,1,4,1,0,1,2,0,3,1,0,79,81,78
0,4,1,1,0,2,1,1,3,0,1,62,63,66
1,0,5,1,0,2,2,1,5,1,2,79,76,75
1,4,4,1,1,2,1,0,1,1,1,99,90,95
0,3,5,1,0,0,1,0,3,0,0,82,90,93
1,4,5,1,1,2,2,0,2,1,0,79,65,60
1,4,2,0,1,1,2,0,2,0,1,64,50,50
1,4,1,0,0,2,2,1,4,1,0,82,81,77
1,0,0,1,1,1,0,0,3,1,0,69,75,69
1,3,0,0,1,1,0,0,2,1,0,75,69,70
0,3,0,1,1,1,2,0,3,0,0,71,82,81
1,4,5,0,1,1,2,1,2,1,0,66,63,55
0,3,1,0,1,2,2,1,2,1,0,57,67,66
0,3,4,1,1,2,2,1,1,0,1,52,52,49
1,4,4,1,1,1,1,1,3,0,0,88,76,67
1,4,4,1,1,0,2,0,1,0,2,83,72,70
1,1,0,1,1,1,2,1,3,1,0,57,49,48
1,3,2,1,1,2,2,1,1,0,2,78,61,62
0,1,4,0,1,1,2,1,2,0,1,41,58,44
1,1,5,0,1,2,2,1,2,1,0,65,54,53
0,4,1,0,0,0,2,1,2,0,0,78,84,88
0,4,2,1,0,1,2,1,0,0,0,83,98,97
1,0,0,1,1,1,1,0,3,1,1,38,32,30
1,0,0,0,1,2,1,1,0,1,0,52,55,49
0,2,4,1,1,1,1,0,1,0,2,68,88,82
0,2,5,1,0,1,2,0,1,1,0,54,55,64
1,1,0,1,1,2,2,1,4,1,0,94,90,84
0,0,5,1,1,1,2,0,4,0,2,45,54,51
1,2,2,1,1,1,2,0,3,1,2,62,58,52
1,1,2,1,1,1,2,1,0,1,0,53,50,47
0,2,1,1,1,2,1,0,2,1,0,91,100,100
0,4,0,0,1,2,0,0,1,1,0,57,66,61
0,2,2,0,1,1,2,1,0,0,0,76,80,85
0,1,5,1,1,0,1,1,3,1,1,62,65,68
0,3,5,1,1,1,0,0,2,1,0,68,74,75
1,1,3,1,1,2,0,0,1,1,2,72,73,73
0,4,4,1,1,1,2,1,2,1,0,82,93,91
1,3,2,1,1,1,2,1,1,0,1,85,89,82
0,0,3,1,0,2,2,1,2,0,0,78,87,93
0,1,4,1,1,1,1,0,1,0,0,86,89,95
0,4,5,0,0,0,2,1,3,1,2,85,93,92
0,4,0,0,1,1,2,0,3,0,1,74,85,80
0,2,0,1,1,1,1,1,3,1,0,45,45,51
1,2,2,1,1,2,2,0,2,1,0,63,67,53
1,4,0,1,1,1,2,0,1,0,0,100,84,85
1,3,2,1,0,1,1,1,0,0,0,63,68,69
1,4,4,1,0,1,1,0,1,1,0,82,81,78
0,1,4,0,0,1,1,1,3,1,1,33,47,48
0,1,5,1,1,2,2,1,1,1,0,61,68,72
1,2,5,0,1,2,2,1,4,1,1,54,53,50
0,2,3,1,1,2,0,1,2,1,0,62,67,67
1,3,2,0,1,1,0,0,2,1,1,54,62,51
0,0,2,1,1,0,0,0,3,0,0,60,76,67
1,3,2,1,0,2,0,1,2,1,2,77,80,71
1,3,4,0,1,0,1,0,4,0,0,52,50,44
0,2,1,0,1,1,1,1,3,1,2,29,37,38
1,4,0,0,0,1,2,1,1,0,0,82,88,81
0,2,1,1,1,0,2,0,1,1,0,59,62,57
0,4,2,1,0,1,0,0,4,1,1,52,62,55
0,0,4,1,1,0,0,1,0,1,0,67,82,78
1,4,1,1,1,1,2,1,2,1,1,79,72,66
0,1,0,0,1,1,2,0,2,1,0,39,48,47
1,4,0,1,1,2,1,0,3,0,0,81,73,68
0,0,4,0,0,1,1,0,2,0,0,67,83,79
1,3,4,1,1,1,2,1,1,1,0,89,79,76
1,2,0,1,1,1,0,1,3,0,1,74,66,64
0,1,4,1,1,1,2,1,1,1,2,84,95,94
0,3,2,1,1,0,2,0,1,1,0,93,87,87
1,2,5,1,0,1,2,0,4,0,1,70,75,76
1,3,2,1,1,0,2,1,3,0,0,47,47,43
1,3,4,1,1,1,1,1,2,0,0,63,50,53
1,4,3,1,0,1,2,1,4,1,1,97,98,95
1,2,2,0,1,1,1,1,2,0,0,51,54,47
1,1,0,0,1,1,2,1,3,0,2,50,49,52
0,2,5,0,0,2,1,1,1,1,0,77,88,88
0,2,0,0,0,2,2,0,3,0,0,80,81,87
0,0,2,1,1,1,2,1,3,0,1,76,78,77
1,3,2,1,1,2,2,0,5,1,2,84,71,71
1,2,4,1,1,1,2,0,2,0,0,55,56,52
0,2,4,1,1,0,2,1,2,0,2,66,84,78
1,1,4,0,0,1,0,1,2,0,1,40,44,43
1,3,1,0,1,1,0,1,2,0,1,67,54,58
0,2,1,1,0,1,1,1,3,0,1,49,53,62
1,3,4,1,1,2,1,1,1,0,2,73,69,74
1,3,4,0,1,2,2,1,1,0,0,60,51,53
1,1,3,1,1,3,0,1,3,1,0,60,52,52
1,1,0,0,1,1,1,1,4,0,0,83,84,76
1,0,1,1,0,1,1,0,2,1,2,94,84,90
1,2,5,0,1,1,2,1,5,1,0,51,47,42
1,1,0,0,1,1,1,1,1,1,0,52,52,50
1,2,5,0,0,1,1,1,4,0,0,76,82,73
0,4,4,0,1,1,0,1,2,0,0,71,78,77
1,0,0,1,1,1,2,1,7,1,2,89,73,70
0,4,0,0,0,1,2,1,2,1,0,56,69,74
1,3,2,1,1,1,2,0,3,1,1,87,79,81
1,0,5,1,1,1,2,0,2,1,0,71,72,71
0,3,3,0,1,2,1,1,4,0,2,88,89,88
1,1,5,1,1,1,2,1,3,1,2,46,44,41
0,4,4,1,0,1,2,1,3,0,0,79,85,93
0,3,0,1,1,1,2,0,1,1,0,97,100,100
1,1,2,1,1,2,0,1,2,0,0,71,67,61
0,1,0,0,1,0,2,1,1,0,1,47,57,54
0,2,2,1,0,1,2,1,1,1,0,50,64,66
1,3,5,0,1,1,1,1,4,1,1,23,23,17
1,3,4,0,0,2,1,0,4,0,0,50,57,59
0,4,0,1,1,0,2,1,1,0,0,89,100,97
1,3,5,1,1,1,1,0,2,1,0,48,42,46
1,2,4,1,1,1,2,0,2,1,2,97,86,79
0,2,4,1,1,1,2,0,1,1,0,90,85,83
1,4,3,0,1,1,1,1,0,1,0,74,63,57
1,1,4,1,1,1,1,1,0,1,1,83,87,81
1,2,4,1,1,1,2,0,3,1,0,88,80,78
1,3,2,0,1,1,2,1,3,0,1,37,37,34
0,3,0,1,1,1,0,0,1,0,1,63,71,67
0,2,0,1,1,1,2,0,1,1,0,59,68,77
0,0,0,1,0,1,1,0,2,1,0,89,95,96
1,2,5,0,1,1,2,1,5,0,0,53,57,46
1,2,2,0,0,2,1,1,2,0,2,61,66,70
1,4,2,1,0,2,2,0,1,0,0,75,67,66
1,2,4,0,1,1,1,0,2,1,1,53,48,52
1,4,5,1,1,1,2,1,0,0,0,68,61,53
1,2,1,1,0,1,2,1,2,1,2,89,90,93
0,2,4,1,1,0,1,1,1,1,0,70,62,69
1,2,3,1,1,1,0,1,1,1,1,76,68,69
1,4,4,1,1,1,2,0,1,1,0,69,69,60
0,4,2,1,0,0,2,1,2,1,2,73,75,79
1,3,1,1,1,1,2,1,4,0,0,60,52,47
0,4,3,1,1,1,1,1,2,1,0,78,84,88
1,1,5,1,0,2,1,0,2,1,2,73,66,62
1,4,3,1,1,2,2,0,2,1,0,94,72,79
1,2,1,1,1,1,1,1,1,1,0,93,81,87
1,1,0,0,0,0,1,0,1,0,2,65,64,62
0,2,4,1,1,2,1,1,0,1,1,49,49,56
0,4,4,1,0,0,2,1,0,1,1,79,81,86
1,1,0,1,0,1,2,0,2,1,0,82,78,76
1,2,0,1,0,1,2,1,6,1,0,71,74,76
1,1,3,1,0,2,2,1,1,1,0,78,86,80
0,4,2,1,0,1,2,1,1,0,2,77,80,76
0,2,0,1,1,1,2,1,2,1,2,73,93,92
1,3,2,1,1,3,2,1,4,1,2,63,57,57
1,0,1,0,1,1,0,1,0,1,1,51,42,37
1,4,4,0,0,1,2,1,1,0,2,58,57,55
1,1,3,1,0,2,2,0,1,0,0,72,62,69
1,3,5,1,1,1,2,0,2,1,1,62,57,52
0,3,2,1,1,0,1,0,3,1,0,82,85,86
1,1,1,0,0,1,0,1,0,0,0,56,60,53
0,2,4,1,1,2,1,0,1,0,2,55,64,63
1,2,2,1,1,2,2,1,1,0,0,78,71,68
0,2,5,0,1,1,2,0,1,1,2,62,73,64
0,1,2,1,1,1,2,0,1,0,1,48,50,54
1,2,0,1,1,2,2,1,2,1,0,80,78,75
1,2,5,0,1,2,0,0,3,0,0,33,12,15
1,3,5,0,1,1,2,1,1,1,2,67,60,58
0,2,1,0,0,2,2,1,1,0,0,51,62,66
0,3,4,1,1,1,1,0,2,0,2,68,73,76
1,3,5,0,1,1,2,1,2,1,2,47,46,47
0,3,2,0,1,2,2,0,1,0,2,67,86,85
1,3,4,1,1,1,2,1,2,0,1,65,54,58
0,1,0,1,0,0,1,1,0,0,1,83,94,92
1,2,0,1,0,2,0,0,1,0,0,75,76,69
0,2,0,1,1,1,2,0,2,1,0,77,77,76
0,2,0,0,1,2,1,1,3,0,2,45,56,54
1,1,3,0,1,2,1,1,0,0,1,83,79,81
0,1,4,1,1,0,2,0,5,1,1,81,85,85
0,2,5,1,1,0,1,1,3,0,0,76,75,73
0,3,2,1,0,2,2,1,2,1,1,66,70,78
1,1,2,0,0,1,2,1,2,1,2,71,63,59
1,0,0,1,0,1,1,0,3,1,1,75,62,62
0,3,4,1,1,1,0,0,5,1,1,83,85,86
0,4,1,0,1,1,2,1,4,1,1,72,80,77
1,2,0,1,1,2,2,0,1,0,0,76,74,63
0,2,4,0,1,1,2,1,3,0,1,63,85,78
0,3,4,1,0,2,2,0,4,1,0,88,100,100
0,2,4,1,0,2,0,1,1,0,0,64,73,78
1,1,1,0,1,2,0,1,0,1,1,63,66,62
1,3,4,0,1,2,1,1,2,0,1,51,45,50
0,4,5,0,1,2,2,0,4,0,1,59,62,57
1,0,5,1,0,1,0,1,1,0,2,77,81,75
1,2,1,0,1,0,2,1,6,1,0,64,50,50
0,3,2,1,1,2,1,0,1,0,2,55,62,60
0,0,0,1,1,0,1,0,2,0,1,67,66,76
0,1,2,1,0,1,1,1,1,1,1,70,72,72
1,4,5,1,1,1,1,1,0,0,0,77,58,55
